216;من أجمل الرويات التي قرأتها .;P
217;أول و أجمل رواية قرأتها في حياتي ،، إبداع في تصوير و تشبيه الكلام و محاكاته بعبارات و وصف فني راقي ;P
218;"شدني الاسم كثيرا لقراءتها و خاصة بعد ان قرأت نبذه مختصرة عنها 
في يوم واحد قرأت الكتب كله ! 
شدتني الاحداث و لا انكر أثرت في و بكيت على بعض ما قرأت 
و ضحكت على بعض منها ";P
219;"لا أعلم ماذا يجب ان اقول و لكنني حقا أحسست بشعور لم أشعر به من قبل، اجهشت بالبكاء حين قراءتي لهذه الرواية عن غيرها من الروايات، امضيت ما يقارب الساعتين في قراءتها و لا أشعر الا بالألم سكن قلبي ... 
لو كأن بوسعي أن أقيم بدلا ممن 5 نجوم أن أقيمه بمليون نجمة لفعلت ذلك 
أحببته 
اشكر الكاتب وايقن أن الكتاب هو من حببني به فقد تفوق جدا جدا جدا على نفسه";P
220;كتاب ايقظ  شعور الحب بداخلي ممتع جدا و شغفي كان اثناء قراءتي له جدا عالي انهيت الكتاب بحدود اربع ليالي  اعجبني جدا كل فصل و كل سطر ،يتكلم عن بعض الحقائق الى تصير في مجتمعاتنا;P
221;"جميل جدا و مشوق ♥
";P
222;جميل ;P
223;رواية رائعة، عشقتها بجميع تفاصيلها ;P
224;لأول مره اقرأ رواية رومانسية ،أعجبت كثيرا بها ،لفت نظري كلام الكاتب الشاعري ،مع تحفظي على بعض الوصف الذي تمنيت لو لم يكتب ،لو حدث و قررت قراءة رواية مجددا مؤكد ستكون من هذا الكاتب.;P
225;منذ سنين لم اقرا رواية في جلسة واحدة ❤️ منذ زمن لم تصدر مني حركات بيدي كالمراة بإن اضع يدي على قلبي من التأثر;P
226;حلقت بي هذه الرواية الى مكان اخر .. عالم اخر !!;P
227;رواية جدا جميلة.. و يعبر عن الواقع الذي نعيشه .. بشكل عام اعجبتني الرواية استمتعت بكل حرف  قرأته ^^..;P
228;اه يالرواية التي تلامس اوتار اوتار القلب :( اسرتني بكل تفاصليها و عصرت لي قلبي باحداثها .. تلامس واقعنا الكئيب مع علاقات الحب .. جدا استمتعت و تمنيت لو هي اطول لاني انهيتها بسرعة :(  آلمتني النهاية و اقتباساتي كثيرة ❤️;P
229;جميلة جدآ بكل ماتحويه من تفاصيل;P
230;"رائع في كلماتك و أسلوبك و وصفك 
أذوب بالعشق الفصيح ^_^ 
كتابي الثاني المفضل <3 
أحبك وكفي #محمد_السالم ";P
231;"بصراحة الكتاب اكتر من رائع 
عجبني الكلام و الاوصاف و التعبيرات 
تجسيده لمس قلبي 
عشت كل اللحظات التي أراد الكاتب ان يوصلها لنا 
الكاتب رائع في استخدام الالفاظ و التعبيرات 
فعلا مبدع";P
232;"رواية أكثر من رائعة
الفكرة تقليدية الى حد ما
لكنها صادقة و مؤثرة";P
233;"رواية ممتعة و جميلة جميلة جميلة ، و لكن نهايتها حزينة و غير متوقعة
";P
234;"رواية رائعة مليئة بالمعاني و العبارات العميقة
";P
235;"جميلة بقوة ❤❤❤❤
";P
236;"جميل
";P
237;"جميل جدا اتعب و أنا اقول جميل.
";P
238;راويه حزينة تحمل في طياتها ظلم المجتمع و تعاسة حظ ذوي الاحتياجات .. كتابة رائعة ،، بالمناسبة انهيت الرواية في اقل من ثلاث ليالي ❤️❤️;P
239;"رواية جميلة و واقعية
";P
240;"راقت لي جدا
";P
241;جميل;P
242;"أكثر من رائعة بكيت كثيرا 
و لكن صدمتني النهاية السعودية جدا 
تمنيت نهاية أخرى";P
243;"مبدع 
اعتقد بان الظروف التي يعيش بها الانسان هي التي تساعده على ان يجعل الحروف تنطف 
تساعده في كتابة عبارات جميلة مبدع :)";P
244;رواية حقآ رائعة;P
245;"رواية احسست باني قطعة منها ،،
رائعة";P
246;رواية جميلة جدا و تحكي عن واقع مجتمعنا السعودي الرجل الكامل لٱ يليق للمراة الناقصة ;P
247;قصة طويلة في قمة الروعة حركت مشاعري ;P
248;"للآسف اتتني خيبة كبيرة بعد الانتهاء منها 
رواية سيئة حملت بين تفاصيلها حب جسدي و نصوص ادبية بسيطة و تكرر بكل حين ..!
حتى صياغة المشاعر تقليدية و لا توجد بها اي حس أعمق لتجذب به و تعيشه ..
و مواقف ضئيلة و لا يوجد بها جمال أيضاً ، و لا اعلم حقاً لما كل هذا الضجيج حولها !!
";N
249;أفهم جيدا أنه قد يكتب الإنسان، أي إنسان، رواية رديئة كهذه، لأن العقول درجات و تتفاوت في القدرات..لكن ما لا أفهمه هو ما الذي يجعلها الأكثر مبيعا !! ;N
250;الأسلوب و القصة و كل شيء فيها لا يمت للرواية التي تستحق التفرغ لقراءتها بصلة الغلاف و العنوان اجمل من المضمون بكثير;N
251;"كرواية فشلت تماما اما كمجرد بوح و خواطر كان له سطور جميلة
استغرب من شهرتها صراحةً 
كثير من الروايات تستحق اكثر من شهرتها و لا اقارن و لكن حقيقة كونها اقل من عادية استغرب";N
252;لم تعجبني هذه الرواية، لا في الأسلوب و لا في المضمون، كانت مخيبة للآمال، و سطحية جداً، و لا أدري لم هذا التهافت عليها ..;N
253;رواية مُستهلكة بأخطاء لغوية كثيرة و تداخل في أفكار الكاتب. لا تختلف كثيراً عن روايات الموضة شبيهة ب (أحببتك أكثر مما ينبغي).;N
254;"كم خدع الناسَ بريقُ الأغلفهْ ... و كم كتابٍ حقُّه أن تتلفهْ
ماذا أقول و أي شيء يقال بعد الذي قيل؟!
لقد قرأت في حياتي كتباً و روايات  تافهة كثيرة، لكن أن ينشر إنسان رواية بهذا القدر من الضحالة و السطحية و التفاهة، فهذا و الله إنجاز غير مسبوق في عالم الأدب العربي!
والحق أن هذه الرواية كانت لتستحق نجمتين و لو على مضض، و ذلك في حالة واحدة فقط؛ هي أن يكون كاتبةا دون الخامسة عشرة من عمره!";N
255;"العمل بدائي جدا للأسف الشديد , يفتقر لفصاحة اللغة العربية , الذي على الأغلب هو أكثر شي يعجبني في الكتاب ! , أشعر كأن الكاتب طالب في السنة الإعدادية كتبها لكي يشترك بها في مسابقة ... 
صديقتي حذرتني من قراءتها لكنني تغاضيت عن التحذير بحجّة ان مرات تعجبني . 
الإعتذار كل الإعتذار لصديقتي لاني لم أصدقها .
والإعتذار للكاتب .";N
256;"لم يستطع عقلي الى الان ان يهضم هذه الرداءة.
رداءة حكاية حب المراهقين هذه و التلوع و التأوه الذي يصدع الرأس! 
رداءة اللغة، هذه ليست أخطاء لغوية، هذه ليست لغة أصلا، هذه لهجة محكية مطلية بالفصحى المكتوبة!!
لا اغفر للكاتب مرمغته لقضية اجتماعية هامة كيفية تعامل المجتمع مع ذو إعاقة بتوظيف فاشل تماما في هذه الرواية.";N
257;"رديئة و سطحية حد الإستفزاز !
";N
258;تقليدية جداً. توقعتها تحمل ذاك المغزى الذي وُصف بها غلافها الخلفي، إلا أنّي للأسف لم أجده سوى في الصفحة ما قبل الأخيرة.;N
259;الرواية تقليدية جدًا.. نهايتها متوقعة.. تفتقد لعنصر المفاجأة..;N
260;"رواية تافهة..! لا اعلم لماذا حصلت على 13 طبعة.. 
رومانسية ركيكة بدأت فجأة و أنتهت فجأة، احداث متوقعة و نهاية سخيفة في رواية قصيرة جداً لا تتعدى ال130 صفحة 
ناهيك عن كثرة تغزل البطل بجميع اجزاء جسم حبيبته و بالذات خصرها الذي ذكره مرات عديدة بأسلوب سوقي.";N
261;"رواية نالت ضجة لا تستحقها أبداً !!
";N
262;"سيئة ، لا أعلم هل حقاً أعجبت الأغلبية أم أنهُ تقليد أعمى في الآراء 
وضعها في واجهة المكتبات و وقوفها في قائمة الأكثر مبيعاً مُخجل ، كأن الشعب لم يقرأ سواها فآثارت مشاعره و هيجتها .";N
263;"اذا كان وقتك لا يهمك وتستطيع التخلي عن ساعتين من وقتك في قراءة شي لا يستحق فاقراه
";N
264;حماسي الوحيد لشراء هذة الرواية كان إسمها.. لم أعرف عن الكاتب شيئا و لكنني أقتنيتها بحاستي التي أعتقد أنها خدعتني.. هي ليست برواية هي مجرد خواطر فقط ..فيها بعض الجديد و لكن أكثره تقليدي ..الخواطر و الجمل الجذابة لا تصنع رواية أبدا.. لاحظت اني كنت و أنا أقرأها اني أمرر بعض السطور متوقعا ما فيها.. عموما هذا الكتاب يقرأ كإستراحة بين رواية و رواية لإراحة ذهن القارئ فقط..;N
265;رواية ساذجة لا تستحق تلك الضجة التي أحدثتها لم يعجبني;N
266;"قرأتها في جلسة واحدة، قرابة الساعة و النصف.
في الحقيقية، كانت من اسوأ ما قرأت اطلاقاً..
فلا الجمل الوصفية جيّدة، و لا الحبكة و الأحداث واقعية..
لا تستحق كل تلك الضجة حولها.";N
267;لم تعجبنى .. لم يعجبني اي شيء فيها سوى تلك الكلمات المؤثرة;N
268;"تقليدية 
لا يوجد هناك حبكة مجرد خطاب طويل لتلك البكماء 
وصف ممل و طويل لمشاعره تجاهها
و أخيرا تثير الغثيان و يثير غثياني أكثر مدى إنتشار هذه الروايات التافهة و نجاحها ! لا أعلم هل لأن الكاتب سعودي أم لأنها تُعجب المراهقات.";N
269;"سيئة من جميع النواحي، لا أنصح بقراءتها
";N
270;"بعد الإنتهاء من قراءة الرواية ، توصلت الى أمر و هو بديهي جدا و لا اعلم لماذا احتجت كل هذا الوقت لكي استوعبه
و هو أنّ كون الرواية على رف الاكثر مبيعا يعني انها من الاكثر مبيعا.. فقط لا غير.. لايعني اي شي آخر ";N
271;"سيئة جدًا و لا تستحق حتى النجمة
";N
272;"دائما أقع في نفس الخطأ..أنبهر بشهرة كتاب ما وعندما أراه في المكتبات أشتريه بلا وعي و لا تفكير لأصدم بعد ذلك بالمحتوى الفارغ للكتاب و أظل بعدها أتعجب و أقلب و أعدل في الرواية يمكن أكتشف سر إعجاب الناس بها وسر شهرتها و لكن بلا جدوى!
";N
273;"رواية حب تقليدية ، نجمة واحدة للغة الكاتب فقط لا غير ، أسلوب الكاتب جميل جداً ،لكن هناك عناصر كثيرة تفتقدها الرواية بحيث تجعلها رواية غير مشوقة.
";N
274;"كنت متحمسه جدا لهذه الرواية .. و لكن خاب أملي 
";N
275;"مضيعه للوقت ليس الا .. لا تستحق القراءة ابدا 
ماسبب هاته الشهرة !! رباه";N
276;"لم أستمتع أبداً و أنا أقرأ هذه الرواية إن صح تسميتها برواية..مجرد مذكرات كتبها الكاتب عن قصة حب أقل من عادية..هو أعطى الرواية اسماً رناناً لجذب الأنظار إليها و لكنها تفتقر لكل مقومات الكتاب..هي أسطر مصفوفة فقط دون حبكة وتشويق دون فحوى  ..و ايضاً شوه لحظات الحب النقي الطاهر وسوغ فكرة استخدام التكنولوجيا وبرامج الدردشة و السكايب و ما إلى هنالك و التي قللت من قدسية الحب ونقائه..
";N
277;"الحكم على الكتب و الروايات تحديدا عبر الاستناد على عدد النسخ المباعة ومعدل تقييم القراء، هو حكم غير عادل أبدًا
";N
278;"صحيح ان الرواية على رف الأكثر مبيعا،لكن خاب ظني
توقعتُ على أثرها أن أمر بأحداث و عبارات تصِف قِصة ذات أحداث و حبكة ..لكن هذا ما لم يحدُث ..هذا لاينفي أنها أثرت في كثيراً ..حتى أنها أبكتني مرات مُتعددة ..لكن لم تكُن كما توقعت.";N
279;"ترقبت حصولي على الرواية كثيرا للصيت الذي ذاع عنها و بعد قراءتي
ندمت على ترقبي  و شراءها";N
280;"الرواية من النوع البسيط الذي تنتهي قراءته سريعا ،
";N
281;رواية ضعيفة جدا و مملة و لا يوجد بها اي متعة ;N
282;"أول رواية قرأتها .. لم تكن إلا قصة من قصص الحب الفاشلة التي يتخلى فيها الرجل عن قلب أحبه لأجل العادات والتقاليد
";N
283;"رواية مستفزة بامتياز !.
";N
284;"لم تعجبني النهاية و الكاتب استخدم اسلوب الوصف بصورة مبالغة.
";N
285;طغى سرد المشاعر و وصفها على الاحداث فتهت ابحث عن المواقف و تفسيرها .. لم تعجبني النهاية الغير متوقعة و لم احب الشخصية الرئيسية  هتان  و طريقة تفكيره و افعاله الغير مبررة !!;N
286;"لم تعجبني مطلقاً. ثرثرة فارغة و احداث غير مشوقة .. لغة الكتاب عادية و لم أتمكن من استساغتها ابداً. ربما لاني قرأت رواية ريب المنون لاياد عبد الرحمن قبلها.
";N
287;"رواية سطحية جدا ركيكة جدا و مستفزة جدا
أكثر ما اثار استغرابي هو عدد الطبعات!!!!!!";N
288;"رواية تافهة بكل ما تحمل الكلمة من معنى.
القصص التي كانت ترويها لي جدتي أجمل و بالرغم من سماعها 
عشرات المرات إلا اني أفضل أن أسمعها مرة أخرى على أن اضيع وقتي في قراءة رواية كهذه";N
289;"بدون مبالغة أجمل رواية قرأتها في حياتي..تجمع بين الإثارة و التشويق و في نفس الوقت الهدف السامي دون الابتعاد عن الأخلاق..أنصح الجميع بقراءتها و اقتنائها
";P
290;"هذه الرواية تختلف...
أدب يستحق أن يعيش، تجمعت فيها عناصر لا تجتمع بسهولة في رواية واحدة. 
الرواية خفيفة. أسلوبها  رغم قوته و بلاغته إلا إنه لا يخلو من سهولة غريبة أثناء القراءة، السهل الممتنع بحق.
";P
291;"شدتنى الرواية من أول حرف بها .. 
أدركت أنها تقودنى لعالم غير العالم .. 
كنت اقرأها بقلبى .. 
أحداثها عميقة تصل إلى غوار القلب .. 
الأصل بها الاستمرار ... 
لم أتركها من يدى قبل الانتهاء منها .. ";P
292;اقرأها إن لم تكن قرأتها .. أنت تريدها بصدق !;P
293;"رواية ضخمة ورائعة ..
القصة رائعة و السرد أكثر من رائع .. 
أعشق اللغة الفصحى أكثر من العامية كأسلوب للحوار بين الشخصيات .. أنصح بقراءتها :)
";P
294;توسوس لك الرواية في خبث و تقول في أذنيك : فلتقرأنى بقلبك .. :) !;P
295;يصعب كتابة تقييم لهذه الرواية لعمق معناها و ملامستها شغاف القلب حقاً ، و يزيد ذلك كونها قصة واقعية أضافت عليها الكاتبة بعض اللمسات الأدبية ;P
296;"أفضل ما قرأت حتى الآن في 2014 .. 
رواية جميلة جداً .. عنوانها كان كاف لـبعث الفضول في نفسي انني اشتريها و اقراها , كانت اول كتاب اشتريه من معرض 2014 
اسلوب راقي , وصف بعيد عن التطويل و الملل .. 
.. ";P
297;"مسكين من لا يقرأ !!
هذه أول جملة قلتها حين انهيت هذه الرواية فعلا مسكين هو ذلك الجاهل بإرادته يعزل نفسه عن عالم جميل و عن عالم مختلف بعيد عن واقعه السطحي و الروتيني ... ";P
298;"يقولون لي لم أقرأ الروايات و لا أقرب الكتب الفكرية ؟
يتبدل حالي بعد كل رواية.. و يتغير شيء ما بداخلي..
و هذه الرواية العظيمة من أحلى و أجمل الكتب التي قرأتها في حياتي !!
هدفها نبيل و السرد شيق و الموضوع جديد و له أبعاد عميقة لمحبي الكتب..";P
299;لن أبالغ إن اعترفت أنها الرواية الأروع من جميع ما قرأت حتى الآن. لم أتوقع أن تترك في نفسي أثراً فقد ظننت أنها كمثل غيرها من القصص و الروايات سأعيش مع قصة أبطالها و أمضي و لكن هذه الرواية أثرت في ثنايا روحي فلم أكد أنهي صفحة فيها حتى أرى الأثر يكبر داخلي. أبدعت الكاتبة بكل ما للكلمة من معنى في سرد الأحداث و ترتيبها و عرضها و أسلوبها .;P
300;استمتعت كثيرا بالرواية و  اندهشت عندما علمت انها اول انتاج ادبي للكاتبة ..فكيف لاول عمل لها ان يكون بذلك الروعة و التماسك في البناء و السهولة في اختيار الكلمات ....عمل ادبي قيم ...رغم كبر مساحة صفحاته الا اننى لم اتمالك نفسي منذ بدات اول صفحاته وجدتنى الاحداث و لم ادرى الا و أنا انهيها في وقت قياسى ...;P
301;اقل ما توصف به هو الرقي ... رقي في المشاعر و رقي في وصف الاسلام .. رقي في المقاومة و الجهاد في سبيل الله .. رقي في مشاعر الصداقة ..;P
302;رواية جوهرية!!;P
303;انتهيت للتو من قراءة هذه الرواية ،،لا اعلم كيف وجدت نفسي أقرأها و أنا متلهفة لانهيها ،، و لا اعلم كيف انتهيت من قراءة ٧٧٤ صفحة في ثلاتة ايام ،،حقا استغرقت مني كل وقتي ،،اخدت مني كل التفكير و كل مشاعري ;P
304;"عمل ذكي و راق ممتع و ذكي .
انصح بها. بكل تاكيد";P
305;من أرقـى الروايات التي قرأتها في حياتي و استمتعت بها;P
306;أسلوب روائي رائع، عمل أدبي أروع .. راقت لي;P
307;"رواية رائعة جدا ....صعبه جدا ..و مرهقة جدا
رائعة في الاسلوب و اللغة و مرهقة في المشاعر و العواطف";P
308;روايةٌ رائعة من أروع المطالعات التي طالعتها حقاً دون مجاملات، قد عشت بين سطورها كل اللحظات و الحكايات التي تحكيها ;P
309;"الرواية رائعة بكل المقاييس و النهاية جميلة
تنضم لمكان مميز في مكتبتي و لقائمة أروع ما قرأت";P
310;"جذبنى او لا الاسم فلم يكن وقعه على الاذان مألوفا 
و منذ الفصل الاول لم استطع ان اتمالك نفسي من البكاء 
مزجت الرواية بين مشاعر الحب الجياشة و مشاعر الانتماء و الجهاد ";P
311;"استمتعت بها جداً بقدر ما تألمت 
رواية رائعة جداً لم أتوقع ان تكون بتلك الروعة
";P
312;"اضمن لك تغييرا تلمسه في ذاتك و روحك بعد قراءتها 
";P
313;لا أستطيع وصف مدى روعة الرواية محتواها شيق و أسلوبها فريد...;P
314;"ترددت في البداية بقراءة هذه الرواية كوني لا أعرف الكاتبة من قبل و لكن عندما غصت فيها تملكتني حتى النهاية ..
رواية مميزة بنهايتها غير المتوقعة ...
ربما شدتني أكثر لأنها تمثل بيئتي و أقرب إلى ثقافتي من غيرها من الروايات العربية المعاصرة ";P
315;"الرواية رائعة بكل المقاييس 
استمتعت جدا بقراءتها لدرجة انتهائي منها في ثلاثة ايام فقط لا غير";P
316;"الرواية فعلا رائعة و اتوق الى قراءة الرواية الجديدة للمؤلفة
غربة الياسمين و سعيدة باقتنائي لها";P
317;عـادة مـا أقـوم مسبقا بانتقـاء الكتب التي أود قراءتها و معرفة آراء من سبق لهم قراءتها -و غالبا ما تكون كتبا فكرية لأن الروايات لا تستهويني كثيـرا . . لكن الأمر كان مختلفا تمـاما مع هذه الرواية، عنوانها كان كافيا ليدغدغ رغبتي الشديدة في قراءتها .. أدهشتني الرواية، عــاتبتني،رجّتْنـي،أبكتني كثيرا.. رأيتُنِـي في جميع حالاتي و أنا أقرؤها . .;P
318;"رواية واقعية جداً و أحداثها تفسر الأقدار و الحكمة من الإبتلاءات بشكل يعجز عن فهمه من ينظر لظواهر الأمور و فقط .. ممتعة جدا و صادقة لدرجة أنها تعطيك إحساسا و أنت تقرأها كأنك أحد أبطالها قد شاركتهم أحزانهم و أفراحهم ، لم يسبق أن قرأت رواية أبكتني أكثر من مرة في جلسة واحدة مثل تلك الرواية .. 
";P
319;من أجمل الروايات التي قرأتها ... أحببتها;P
320;قرأت الكثير من الروايات أجنبية و عربية و لكن لم تترك اي رواية أثرا عميقا و بليغا في نفسي كما تركته هذه ;P
321;"شدتني من العنوان لحد اخر صفحة فيها 
";P
322;بالرغم من الانتقادات الموجهة لها الا اني اعتبرها # من_اجمل_ما_قرات;P
323;رواية رائعة مؤلمة فكرتها جديدة بالنسبة لي جمعت اشياء كثيرة اعطتني معلومات و استمتعت جدا بقراءتها فعلا تستحق الخمس نجوم;P
324;"احببت هذه الرواية لاقصى درجة من اروع اروع ما قرات اشتقت كثيرا للنهايات التي تسعد الجميع حتى لو كانت مخالفة للواقع فعلى الاقل من حقنا ان نراها و لو في الروايات :-):-)
";P
325;"كتاب اذا بدات بقراءته تنهيه في نفس اليوم 
جميل لا اكثر جميل 
رائع لا اكثر من رائع 
ببساطة لا يمكن وصفه او تلخيصه او سرد احداثه لانه اكبر و اعظم من ذلك .";P
326;"رواية جميلة جدا،
استمتعت كثيرا بقراءتها، عندما تبدأ في قراءتها تشعر أنك لا تود أن تتركها حتى تنهيها .
تجعلك تشعر بمدى تقصيرنا الكبير تجاه الإسلام.
";P
327;كلمة رائعة لا تفي بحق ذلك الكتاب العبقرى ..غير كثيرا في ّ ..احببت اسلامي اكثر ..نظرت له بنظرة انه نعمة ;P
328;"لقد استمتعت جدا بالقراءة و نهايته اعطتني بصيص أمل..
";P
329;"من بداية الرواية و هي تأسر العقول من اول كلمة و حتى تمت بحمد الله و هي تدهشني فقط لمجرد معرفة انها حقيقية حقيقة ليس لدي ماصف به الرواية 
رائعة
";P
330;لا أجد ما أعبر عنه سوى أنها.. جميلة.. و كفى;P
331;الرواية رائعة جدا و أتمنى من كل قلبي أن تكون فاتحة روايات جديدة كما أتمنى أيضا أن تلقى حظها إعلاميا كي يتم التعريف بها على نطاق  ;P
332;"... الحبكة مشوقة جدا و مواقفها جد مؤثرة
... انصح بقراءتها بشدة";P
333;الرواية مؤثرة جدا إلى حد أنك تشك انها مبنية على قصة حقيقية ...;P
334;هى رواية رائعة و آسرة و راقية بكل معنى الكلمة . عندما قررت قراتها لم أكن اعرف موضوعها لكنها ادهشتني و أسرتني من الصفحة الأولى , و أدهشتني أكثر لإنها مبنية على قصة حقيقية . و بالرغم من أنها الرواية الأولى للدكتورة خولة إلا أن أسلوبها جميل و رائع و راقي;P
335;"منذ زمن لم تؤثر في رواية بمثل هذا القدر 
كل عوامل حكمي على أي رواية كانت عالية هنا
تعلمت منها الكثير و الكثير ";P
336;رائعة بحق لو كان هناك أكثر من خمس نجوم لكان من نصيبها من غير تردد , فور إنتهائي منها شعرتُ بِرغبةٍ ملحةٍ لقراءتها مرة أخرى , كانت هي تجربتي الأولى مع خولة حمدي و بالتأكيد لن تكون الأخيرة من أجمل ما قرأت ,, أستمتعت بها كثيراً ...;P
337;استمتعت جداً بقراءتها ..;P
338;"كم كنت أتمني أن أعيش أحداثها أو اكون احدي أبطالها هي رواية من أروع ما يكون
";P
339;"رواية اقل ما يقال عنها انها رائعة قد تبدو لاول وهلة رواية غرامية و لكنها في حقيقتها رواية تضم من القيم الانسانية لا ابالغ ان قلت كلها و جلها 
اعجبت بسردها السلل و تسلسلها المريح و أحداثها الشيقة
انصح بقراءتها لمن يريد القيم الانسانية بكلمات و سرد بسيطين";P
340;من أجمل الروايات التي قرأتها على الاطلاق .. شيء يفوق الخيال .. متعة و جمال في ترتيب و وصف الاحداث ;P
341;"رواية أكثر من رائعة 
 تستحق القراءة فعلا
";P
342;"امتزجت مشاعر الحزن و الفرح كثيراً في هذه الرواية، أسلوبها شيق و تحمل في طياتها الكثير من المعاني التي غابت عنا ربما لاعتيادها علينا! و لولا أنها مستوحاة من قصة حقيقة لأخذت الطابع الدرامي أكثر
";P
343;"وأخيرا أنهيتها بعد ساعات متواصلة دون انقطاع، لم أكن أستطيع تركها قبل أن أفيها حقّها 
لم يحدث أن شدّتني رواية بهذا القدر، ألتهم الأسطر كي أصل إلى النهاية 
رائعة و بسيطة فقط";P
344;"رواية تضيف في قلب كل مسلم أثر خاص .بكيت . .تبسمت حينا بسمة اعتزاز و فخر في دين انتمي اليه .. .. راودتني مشاعر لم اتمكن من تفسيرها او صياغة حروف تناسبها ... . . رحلة لا تنسى .. انصح الجميع بقراءتها
";P
345;من الروايات القليلة التي تحتفي برومانسيتها بقدر توصيل رسالتها دون اسفاف .. أحببتها و اوصي بقراءتها ;P
346;"من أمتع الروايات التي قرأتها على الاطلاق 
رواية مستوحاة من قصة حقيقة في قالب روائي شيق جدا
لم أشعر بالملل ابدا 
قرأتها بنهم شديد أحسست اني التهم الحروف ";P
347;"رواية جد رائعة و فعلا اثرت في بشكل كبير .... لن انساها طالما حييت
اعتقد ان السبب وراء ذلك هو كونها مستوحاة من احداث حقيقية ، فكغيرها من الروايات من هذا النوع هي اقرب لقلب القارء لانها تجعلنا نتخيل هؤلاء الاشخاص و نعيد بعث الاحداث في مخيلتنا...
الشخصيات ستبقى محفورة في ذاكرتي ايضا و هو الهدف وراء كتابة هذه الرواية على ما اعتقد ... تخليدهم و خاصة ريما 
فعلا انصح الجميع بقراءتها";P
348;"من أجمل الروايات التي قرأتها.....
منذ زمن لم أقرأ رواية قوية و واضحة و جزلة الحبكة مثلها.....
";P
349;"رواية رائعة بكل ما تحمله الكلمة من معنى
";P
350;"سلبتني الشعور بالعالم الخارجي !
من المستحيل ان تتركها قبل ان تنهيها على الرغم من طولها
بكل صدق ادهشتنى تلك القصة الفريدة والنادرة , و كلما توقفت اثناء القراءة منبهرة .. اتذكر بانها مستوحاة من قصة حقيقية فأندهش اكثر ..";P
351;"الرواية أكثر من رائعة 
من مدة طويلة لم اقرأ رواية تؤثر في نفسي بهذا الشكل ..... جعلتني هذه الرواية أعيد نظرتى إلى الكثير من الأمور جميلة و مؤثرة ";P
352;لا يمكنني الجزم بأن هذه الرواية افضل رواية قرأتها لكنها بالتأكيد رواية رائعة لقد اخذت كل كياني وجدتني امسك الكتاب لا أقوى على تركه جذبتني بكل تفاصيلها حقا رواية رائعة....;P
353;"رواية رائعة حقا و انصح جدا بقراءتها 
";P
354;"رواية مؤثرة جدا , و واقعيتها تجعلها تمس شغاف القلوب كما ارادت الكاتبة الممتازة 
";P
355;"رواية رائعة جدا بكل ما تحمله الكلمة من معنى 
سأفتقدها كثيرا";P
356;"رواية جميلة و سلسلة
";P
357;"قصة تسحبك تماماً من عالمك إلى عالمها و حتى لو أنهيتها تظل أحداثها مستمرة في داخلك ، عالقة بتفكيرك 
احببت الكتاب جداً جداً انصح به بكل تأكيد";P
358;"رواية من اجمل الروايات التي قراتها في حياتي 
فعلا 
لا توصف <3";P
359;"من احلى الروايات التي قرأتها . عنوان و أسلوب و حبكة و حدوتة رائعة و فيها كمية مشاعر و انسانيات غير طبيعية
فخورة أنني قرأتها";P
360;جميلة جدا قصة و أسلوب .. ;P
361;"نادرا ما أعطي كتابا خمس نجوم في التقييم 
لكنها ببساطة رائعة ";P
362;"رواية قمة في الروعة و كذلك كيفية السرد لم تجعلني للحظة واحدة اشعر بالملل و أنما كنت اشتاق لان انجز قراءتها مرة واحدة دون كلل او ملل .. 
";P
363;"إذا طُلِبَ مني ترشيح عمل روائي ليُصبح عمل سينمائي و فني لاختارت هذه الرواية بلا شك .. 
";P
364;"انتشلتني هذه الرّواية من فترة الفتور القرائي القاتل. كانت سببًا في إعادتي لعالم القراءة بعد انقطاع كئيب لأشهُر.
رواية مُثيرة لدرجة غير مُتوقعة!";P
365;"الرواية حقا رائعة جدا
اول رواية اندمج فيها 
الاسلوب في منتهى الجمال و الدقة و الاتقان
بداية الرواية كان مشوقا بدرجة دفعتني لقراءتها بلهفة
عنصر التشويق في الرواية كان متوفر بشكل رائع
اللغة قوية جدا و بسيطة و عميقة في نفس الوقت
";P
366;جميلة جدا جدا انصح بقراءتها و اقتنائها;P
367;"الغلاف و العنوان و الاسلوب جميل
الموضوع مهم جدا و جديد الى حد ما ";P
368;"رواية أكثر من رائعة بمراحل..... تناولت مشكلة عالمية ..مع اضافة غاية في الرومانسية..مع قلة المخالفات الشرعية...
";P
369;"رائعة بكل ما تحمله الكلمة من معنى!!!
";P
370; أسلوب مميز جدا جدا و ساحر و آخاذ ، تجعلك في شوق لقراءة المزيد من أعمالها من دون أن يراودك شك لحظة في أنها ستكون ممتازة ;P
371;"رواية موفقة بشدة و عمل رائع تستحق الكاتبة عليه الثناء و الترقب لأعمال أخرى على نفس المستوى من الإبداع إن لم يكن أكبر
";P
372;"قمة الرقي و الإنسانية وجدتها بين طيتي هذه الرواية .. أحببتها و أحببت المشاعر المتناقضة التي تملكتني و أنا أقرأ كلماتها فتارة تغادرني دمعتي رغما عني و تارة تطفو الابتسامة على وجهي و تارة أخرى ينبض قلبي بشدة يكاد يخرج من بين ضلوعي .. 
";P
